number_of_tasks,number_of_drones,drone_speed,truck_speed,No_drones,No_packages,Total_time,Avg_speed,Dist_tot,Avg_time_package,Avg_packages_drone,Avg_dist_traveled,Avg_Energy_consumption,Avg_power,Costmer_density
151.0,11.0,300.0,50.0,11,151,292.5,291.91,898539.6199999999,1.94,13.73,81685.42,28625.934545454547,28625.934545454547,0.5
201.0,11.0,300.0,50.0,11,201,333.3,293.18,1010977.65,1.66,18.27,91907.06,32666.807272727277,32666.807272727277,0.5
251.0,11.0,300.0,50.0,11,251,365.6,282.89,1111573.71,1.46,22.82,101052.16,36063.48727272728,36063.48727272728,0.5
301.0,11.0,300.0,50.0,11,301,410.2,282.49,1256931.13,1.36,27.36,114266.47,40805.4590909091,40805.4590909091,0.5
351.0,11.0,300.0,50.0,11,351,455.97,281.36,1395481.99,1.3,31.91,126862.0,45209.97090909092,45209.97090909092,0.5
1.0,21.0,300.0,50.0,21,1,10.3,297.11,3060.23,10.3,0.05,145.73,46.82666666666667,46.82666666666667,0.5
51.0,21.0,300.0,50.0,21,51,117.4,310.08,556895.1000000001,2.3,2.43,26518.81,9000.943333333333,9000.943333333333,0.5
101.0,21.0,300.0,50.0,21,101,166.7,308.68,942028.48,1.65,4.81,44858.5,15318.70476190476,15318.70476190476,0.5
151.0,21.0,300.0,50.0,21,151,205.8,306.48,1179653.0199999998,1.36,7.19,56173.95,19293.054285714286,19293.054285714286,0.5
201.0,21.0,300.0,50.0,21,201,238.1,298.52,1401139.5,1.18,9.57,66720.93,22983.96476190476,22983.96476190476,0.5
251.0,21.0,300.0,50.0,21,251,270.4,296.06,1583496.4,1.08,11.95,75404.59,26278.513809523807,26278.513809523807,0.5
301.0,21.0,300.0,50.0,21,301,301.0,291.15,1758396.74,1.0,14.33,83733.18,29367.22952380953,29367.22952380953,0.5
351.0,21.0,300.0,50.0,21,351,319.7,292.44,1888102.7800000005,0.91,16.71,89909.66,31603.76761904762,31603.76761904762,0.5
1.0,31.0,300.0,50.0,31,1,10.3,297.11,3060.23,10.3,0.03,98.72,31.721290322580646,31.721290322580646,0.5
51.0,31.0,300.0,50.0,31,51,88.5,308.47,579036.26,1.74,1.65,18678.59,6298.436129032258,6298.436129032258,0.5
101.0,31.0,300.0,50.0,31,101,136.1,314.68,1019446.34,1.35,3.26,32885.37,11164.919032258067,11164.919032258067,0.5
151.0,31.0,300.0,50.0,31,151,161.6,302.12,1316032.1900000002,1.07,4.87,42452.65,14473.305806451615,14473.305806451615,0.5
201.0,31.0,300.0,50.0,31,201,192.2,309.37,1601748.63,0.96,6.48,51669.31,17678.584193548388,17678.584193548388,0.5
251.0,31.0,300.0,50.0,31,251,222.8,300.5,1857494.96,0.89,8.1,59919.19,20650.23064516129,20650.23064516129,0.5
301.0,31.0,300.0,50.0,31,301,244.9,297.31,2109507.63,0.81,9.71,68048.63,23523.74032258064,23523.74032258064,0.5
351.0,31.0,300.0,50.0,31,351,268.7,291.63,2306629.7800000003,0.77,11.32,74407.41,25834.37967741935,25834.37967741935,0.5
1.0,41.0,300.0,50.0,41,1,10.3,297.11,3060.23,10.3,0.02,74.64,23.98439024390244,23.98439024390244,0.5
51.0,41.0,300.0,50.0,41,51,83.4,314.79,592234.9599999998,1.64,1.24,14444.76,4877.096829268292,4877.096829268292,0.5
101.0,41.0,300.0,50.0,41,101,114.0,312.88,1060980.01,1.13,2.46,25877.56,8761.739512195121,8761.739512195121,0.5
151.0,41.0,300.0,50.0,41,151,137.8,306.18,1392258.0999999996,0.91,3.68,33957.51,11543.122195121943,11543.122195121943,0.5
201.0,41.0,300.0,50.0,41,201,161.6,302.76,1722018.3899999997,0.8,4.9,42000.45,14307.141463414631,14307.141463414631,0.5
251.0,41.0,300.0,50.0,41,251,188.8,306.0,2028626.0700000008,0.75,6.12,49478.68,16940.824390243906,16940.824390243906,0.5
301.0,41.0,300.0,50.0,41,301,212.6,304.83,2337525.77,0.71,7.34,57012.82,19580.27097560976,19580.27097560976,0.5
351.0,41.0,300.0,50.0,41,351,231.3,297.74,2589653.39,0.66,8.56,63162.28,21728.42219512195,21728.42219512195,0.5
1.0,1.0,350.0,50.0,1,1,8.6,355.84,3060.23,8.6,1.0,3060.23,1141.44,1141.44,0.5
51.0,1.0,350.0,50.0,1,51,571.17,332.62,189983.86,11.2,51.0,189983.86,80347.33,80347.33,0.5
101.0,1.0,350.0,50.0,1,101,1065.83,336.09,358210.94,10.55,101.0,358210.94,149017.97,149017.97,0.5
151.0,1.0,350.0,50.0,1,151,1519.37,337.32,512511.07,10.06,151.0,512511.07,211744.96,211744.96,0.5
201.0,1.0,350.0,50.0,1,201,1958.17,337.52,660914.68,9.74,201.0,660914.68,272509.52,272509.52,0.5
251.0,1.0,350.0,50.0,1,251,2490.23,338.61,843227.0,9.92,251.0,843227.0,346665.92,346665.92,0.5
301.0,1.0,350.0,50.0,1,301,3054.67,339.39,1036730.0,10.15,301.0,1036730.0,425521.16,425521.16,0.5
351.0,1.0,350.0,50.0,1,351,3532.07,339.71,1199874.5,10.06,351.0,1199874.5,491113.87,491113.87,0.5
1.0,11.0,350.0,50.0,11,1,8.6,355.84,3060.23,8.6,0.09,278.2,103.76727272727273,103.76727272727273,0.5
51.0,11.0,350.0,50.0,11,51,151.4,357.89,510130.9199999999,2.97,4.64,46375.54,18710.800909090907,18710.800909090907,0.5
101.0,11.0,350.0,50.0,11,101,224.5,347.86,809062.12,2.22,9.18,73551.1,29756.53545454545,29756.53545454545,0.5
151.0,11.0,350.0,50.0,11,151,268.7,344.09,964678.16,1.78,13.73,87698.01,35989.32363636364,35989.32363636364,0.5
201.0,11.0,350.0,50.0,11,201,307.8,336.65,1102365.13,1.53,18.27,100215.01,41502.715454545454,41502.715454545454,0.5
251.0,11.0,350.0,50.0,11,251,340.1,337.1,1210722.71,1.35,22.82,110065.7,46033.18090909092,46033.18090909092,0.5
301.0,11.0,350.0,50.0,11,301,372.47,328.61,1317096.83,1.24,27.36,119736.08,50865.28090909091,50865.28090909091,0.5
351.0,11.0,350.0,50.0,11,351,407.6,334.42,1450297.34,1.16,31.91,131845.21,55742.69000000001,55742.69000000001,0.5
1.0,21.0,350.0,50.0,21,1,8.6,355.84,3060.23,8.6,0.05,145.73,54.35428571428572,54.35428571428572,0.5
51.0,21.0,350.0,50.0,21,51,103.8,354.71,562966.1699999999,2.04,2.43,26807.91,10770.956666666669,10770.956666666669,0.5
101.0,21.0,350.0,50.0,21,101,149.7,355.36,968314.38,1.48,4.81,46110.21,18536.22523809524,18536.22523809524,0.5
151.0,21.0,350.0,50.0,21,151,185.4,349.88,1229886.06,1.23,7.19,58566.0,23592.253333333338,23592.253333333338,0.5
201.0,21.0,350.0,50.0,21,201,216.0,349.28,1475029.13,1.07,9.57,70239.48,28453.60714285714,28453.60714285714,0.5
251.0,21.0,350.0,50.0,21,251,248.3,341.46,1684875.32,0.99,11.95,80232.16,32777.31523809525,32777.31523809525,0.5
301.0,21.0,350.0,50.0,21,301,275.5,343.88,1889013.59,0.92,14.33,89953.03,36914.94380952381,36914.94380952381,0.5
351.0,21.0,350.0,50.0,21,351,297.6,336.66,2044600.24,0.85,16.71,97361.92,40065.94952380953,40065.94952380953,0.5
1.0,31.0,350.0,50.0,31,1,8.6,355.84,3060.23,8.6,0.03,98.72,36.82064516129032,36.82064516129032,0.5
51.0,31.0,350.0,50.0,31,51,78.3,357.49,582051.2000000001,1.54,1.65,18775.85,7528.21806451613,7528.21806451613,0.5
101.0,31.0,350.0,50.0,31,101,120.8,357.81,1035841.79,1.2,3.26,33414.25,13396.67870967742,13396.67870967742,0.5
151.0,31.0,350.0,50.0,31,151,142.9,348.08,1350849.2000000002,0.95,4.87,43575.78,17489.842580645163,17489.842580645163,0.5
201.0,31.0,350.0,50.0,31,201,173.5,351.42,1658860.2300000002,0.86,6.48,53511.62,21503.653548387098,21503.653548387098,0.5
251.0,31.0,350.0,50.0,31,251,199.0,349.59,1939339.31,0.79,8.1,62559.33,25325.431612903227,25325.431612903227,0.5
301.0,31.0,350.0,50.0,31,301,221.1,349.2,2223853.3,0.73,9.71,71737.2,29180.31483870968,29180.31483870968,0.5
351.0,31.0,350.0,50.0,31,351,243.2,348.02,2453954.2,0.69,11.32,79159.81,32188.714838709675,32188.714838709675,0.5
1.0,41.0,350.0,50.0,41,1,8.6,355.84,3060.23,8.6,0.02,74.64,27.84,27.84,0.5
51.0,41.0,350.0,50.0,41,51,73.2,361.55,593658.4199999999,1.44,1.24,14479.47,5792.326097560976,5792.326097560976,0.5
101.0,41.0,350.0,50.0,41,101,100.4,364.38,1071990.6,0.99,2.46,26146.11,10477.232926829269,10477.232926829269,0.5
151.0,41.0,350.0,50.0,41,151,120.8,351.78,1418208.28,0.8,3.68,34590.45,13844.138780487809,13844.138780487809,0.5
201.0,41.0,350.0,50.0,41,201,141.2,352.11,1766919.2900000005,0.7,4.9,43095.59,17286.153902439022,17286.153902439022,0.5
251.0,41.0,350.0,50.0,41,251,166.7,350.25,2096981.3100000003,0.66,6.12,51145.89,20576.509999999995,20576.509999999995,0.5
301.0,41.0,350.0,50.0,41,301,192.2,346.35,2437294.980000001,0.64,7.34,59446.22,23971.464390243906,23971.464390243906,0.5
351.0,41.0,350.0,50.0,41,351,209.2,353.55,2714446.01,0.6,8.56,66206.0,26823.82658536585,26823.82658536585,0.5
1.0,1.0,400.0,50.0,1,1,8.6,355.84,3060.23,8.6,1.0,3060.23,1543.1,1543.1,0.5
51.0,1.0,400.0,50.0,1,51,517.7,372.21,192692.3,10.15,51.0,192692.3,98078.67,98078.67,0.5
101.0,1.0,400.0,50.0,1,101,947.97,379.56,359810.54,9.39,101.0,359810.54,178884.72,178884.72,0.5
151.0,1.0,400.0,50.0,1,151,1345.3,382.89,515101.9,8.91,151.0,515101.9,253345.89,253345.89,0.5
201.0,1.0,400.0,50.0,1,201,1727.23,383.44,662291.74,8.59,201.0,662291.74,324914.8,324914.8,0.5
251.0,1.0,400.0,50.0,1,251,2198.6,384.18,844658.42,8.76,251.0,844658.42,413646.78,413646.78,0.5
301.0,1.0,400.0,50.0,1,301,2692.1,385.6,1038085.43,8.94,301.0,1038085.43,506816.91,506816.91,0.5
351.0,1.0,400.0,50.0,1,351,3110.23,386.17,1201080.4,8.86,351.0,1201080.4,584719.76,584719.76,0.5
1.0,11.0,400.0,50.0,11,1,8.6,355.84,3060.23,8.6,0.09,278.2,140.28181818181818,140.28181818181818,0.5
51.0,11.0,400.0,50.0,11,51,137.8,396.75,520120.29999999993,2.7,4.64,47283.66,22712.28,22712.28,0.5
101.0,11.0,400.0,50.0,11,101,205.8,393.78,839831.46,2.04,9.18,76348.31,36800.37181818182,36800.37181818182,0.5
151.0,11.0,400.0,50.0,11,151,250.0,394.83,1023022.9,1.66,13.73,93002.08,44918.67181818182,44918.67181818182,0.5
201.0,11.0,400.0,50.0,11,201,287.4,387.25,1176463.18,1.43,18.27,106951.2,52442.69727272727,52442.69727272727,0.5
251.0,11.0,400.0,50.0,11,251,318.0,382.88,1300690.0,1.27,22.82,118244.55,58437.431818181816,58437.431818181816,0.5
301.0,11.0,400.0,50.0,11,301,350.3,373.87,1415991.91,1.16,27.36,128726.54,64514.49818181818,64514.49818181818,0.5
351.0,11.0,400.0,50.0,11,351,375.8,378.39,1508889.4,1.07,31.91,137171.76,69357.25363636365,69357.25363636365,0.5
1.0,21.0,400.0,50.0,21,1,8.6,355.84,3060.23,8.6,0.05,145.73,73.48095238095237,73.48095238095237,0.5
51.0,21.0,400.0,50.0,21,51,91.9,406.46,567416.95,1.8,2.43,27019.85,12962.657142857144,12962.657142857144,0.5
101.0,21.0,400.0,50.0,21,101,136.1,397.94,986916.5400000002,1.35,4.81,46996.03,22534.37428571429,22534.37428571429,0.5
151.0,21.0,400.0,50.0,21,151,168.4,400.54,1267051.07,1.12,7.19,60335.77,28859.68047619047,28859.68047619047,0.5
201.0,21.0,400.0,50.0,21,201,199.0,390.77,1533355.5699999998,0.99,9.57,73016.93,35173.206190476194,35173.206190476194,0.5
251.0,21.0,400.0,50.0,21,251,227.9,393.82,1768170.0199999998,0.91,11.95,84198.57,40748.63285714287,40748.63285714287,0.5
301.0,21.0,400.0,50.0,21,301,256.8,389.92,2000897.24,0.85,14.33,95280.82,46119.939047619046,46119.939047619046,0.5
351.0,21.0,400.0,50.0,21,351,278.9,381.89,2170786.65,0.79,16.71,103370.79,50587.40857142856,50587.40857142856,0.5
1.0,31.0,400.0,50.0,31,1,8.6,355.84,3060.23,8.6,0.03,98.72,49.77741935483871,49.77741935483871,0.5
51.0,31.0,400.0,50.0,31,51,69.8,403.06,584321.6,1.37,1.65,18849.08,9038.398387096777,9038.398387096777,0.5
101.0,31.0,400.0,50.0,31,101,110.6,395.78,1048475.53,1.1,3.26,33821.79,16223.217741935485,16223.217741935485,0.5
151.0,31.0,400.0,50.0,31,151,127.6,400.12,1377582.4400000004,0.85,4.87,44438.14,21191.972580645164,21191.972580645164,0.5
201.0,31.0,400.0,50.0,31,201,158.2,395.78,1701855.5,0.79,6.48,54898.56,26260.82516129032,26260.82516129032,0.5
251.0,31.0,400.0,50.0,31,251,180.3,397.1,2004657.6399999992,0.72,8.1,64666.38,31200.480000000007,31200.480000000007,0.5
301.0,31.0,400.0,50.0,31,301,204.1,394.78,2317190.81,0.68,9.71,74748.09,35938.19096774193,35938.19096774193,0.5
351.0,31.0,400.0,50.0,31,351,222.8,395.31,2571797.57,0.63,11.32,82961.21,39818.41774193548,39818.41774193548,0.5
1.0,41.0,400.0,50.0,41,1,8.6,355.84,3060.23,8.6,0.02,74.64,37.636585365853655,37.636585365853655,0.5
51.0,41.0,400.0,50.0,41,51,64.7,410.48,594533.3999999998,1.27,1.24,14500.81,6948.678780487802,6948.678780487802,0.5
101.0,41.0,400.0,50.0,41,101,91.9,401.41,1080522.0099999998,0.91,2.46,26354.2,12612.39731707317,12612.39731707317,0.5
151.0,41.0,400.0,50.0,41,151,108.9,408.07,1437404.21,0.72,3.68,35058.64,16696.38707317073,16696.38707317073,0.5
201.0,41.0,400.0,50.0,41,201,127.6,397.85,1799990.4200000002,0.63,4.9,43902.21,20981.080487804877,20981.080487804877,0.5
251.0,41.0,400.0,50.0,41,251,151.4,395.31,2150133.5,0.6,6.12,52442.28,25090.30317073172,25090.30317073172,0.5
301.0,41.0,400.0,50.0,41,301,175.2,393.3,2513909.380000001,0.58,7.34,61314.86,29310.965853658538,29310.965853658538,0.5
351.0,41.0,400.0,50.0,41,351,190.5,402.86,2816197.9100000006,0.54,8.56,68687.75,32875.34195121952,32875.34195121952,0.5
1.0,1.0,450.0,50.0,1,1,6.9,443.51,3060.23,6.9,1.0,3060.23,1660.96,1660.96,0.5
51.0,1.0,450.0,50.0,1,51,472.23,416.47,196670.34,9.26,51.0,196670.34,118398.01,118398.01,0.5
101.0,1.0,450.0,50.0,1,101,855.13,424.52,363018.53,8.47,101.0,363018.53,213757.96,213757.96,0.5
151.0,1.0,450.0,50.0,1,151,1211.83,426.35,516663.07,8.03,151.0,516663.07,302274.86,302274.86,0.5
201.0,1.0,450.0,50.0,1,201,1552.33,427.5,663625.31,7.72,201.0,663625.31,386865.06,386865.06,0.5
251.0,1.0,450.0,50.0,1,251,1972.07,428.97,845950.04,7.86,251.0,845950.04,491564.88,491564.88,0.5
301.0,1.0,450.0,50.0,1,301,2412.17,430.83,1039223.67,8.01,301.0,1039223.67,601604.55,601604.55,0.5
351.0,1.0,450.0,50.0,1,351,2785.6,431.47,1201908.61,7.94,351.0,1201908.61,693981.32,693981.32,0.5
1.0,11.0,450.0,50.0,11,1,6.9,443.51,3060.23,6.9,0.09,278.2,150.99636363636364,150.99636363636364,0.5
51.0,11.0,450.0,50.0,11,51,124.2,447.53,527705.24,2.44,4.64,47973.2,27073.390000000003,27073.390000000003,0.5
101.0,11.0,450.0,50.0,11,101,193.9,447.1,862634.81,1.92,9.18,78421.35,45147.82454545455,45147.82454545455,0.5
151.0,11.0,450.0,50.0,11,151,234.7,433.82,1055758.99,1.55,13.73,95978.09,55789.147272727285,55789.147272727285,0.5
201.0,11.0,450.0,50.0,11,201,272.1,428.11,1227548.5799999998,1.35,18.27,111595.33,65473.57272727273,65473.57272727273,0.5
251.0,11.0,450.0,50.0,11,251,302.7,421.81,1367780.0200000005,1.21,22.82,124343.64,73644.8,73644.8,0.5
301.0,11.0,450.0,50.0,11,301,333.3,418.72,1496792.3899999997,1.11,27.36,136072.04,81349.7,81349.7,0.5
351.0,11.0,450.0,50.0,11,351,357.1,417.0,1594505.59,1.02,31.91,144955.05,87424.50909090908,87424.50909090908,0.5
1.0,21.0,450.0,50.0,21,1,6.9,443.51,3060.23,6.9,0.05,145.73,79.09333333333333,79.09333333333333,0.5
51.0,21.0,450.0,50.0,21,51,85.1,441.67,570619.72,1.67,2.43,27172.37,15278.204285714284,15278.204285714284,0.5
101.0,21.0,450.0,50.0,21,101,122.5,449.78,1000828.26,1.21,4.81,47658.49,27060.223809523806,27060.223809523806,0.5
151.0,21.0,450.0,50.0,21,151,156.5,442.27,1292617.9,1.04,7.19,61553.23,35174.36380952381,35174.36380952381,0.5
201.0,21.0,450.0,50.0,21,201,183.7,439.65,1572262.2200000004,0.91,9.57,74869.63,43061.11,43061.11,0.5
251.0,21.0,450.0,50.0,21,251,212.6,436.25,1824625.32,0.85,11.95,86886.92,50237.16619047619,50237.16619047619,0.5
301.0,21.0,450.0,50.0,21,301,243.2,428.81,2072400.79,0.81,14.33,98685.75,57435.53190476191,57435.53190476191,0.5
351.0,21.0,450.0,50.0,21,351,260.2,431.07,2265055.6500000004,0.74,16.71,107859.79,63042.74904761906,63042.74904761906,0.5
1.0,31.0,450.0,50.0,31,1,6.9,443.51,3060.23,6.9,0.03,98.72,53.57935483870968,53.57935483870968,0.5
51.0,31.0,450.0,50.0,31,51,63.0,448.8,586047.5499999998,1.24,1.65,18904.76,10629.492258064516,10629.492258064516,0.5
101.0,31.0,450.0,50.0,31,101,98.7,448.75,1057520.7199999995,0.98,3.26,34113.57,19287.006129032256,19287.006129032256,0.5
151.0,31.0,450.0,50.0,31,151,119.1,435.83,1394106.4800000002,0.79,4.87,44971.18,25569.450322580647,25569.450322580647,0.5
201.0,31.0,450.0,50.0,31,201,146.3,432.96,1731685.9000000004,0.73,6.48,55860.84,31875.051612903226,31875.051612903226,0.5
251.0,31.0,450.0,50.0,31,251,166.7,439.48,2052901.86,0.66,8.1,66222.64,37909.09903225807,37909.09903225807,0.5
301.0,31.0,450.0,50.0,31,301,188.8,433.24,2378268.14,0.63,9.71,76718.33,44200.57483870969,44200.57483870969,0.5
351.0,31.0,450.0,50.0,31,351,209.2,439.01,2649032.22,0.6,11.32,85452.65,49353.29580645162,49353.29580645162,0.5
1.0,41.0,450.0,50.0,41,1,6.9,443.51,3060.23,6.9,0.02,74.64,40.511219512195126,40.511219512195126,0.5
51.0,41.0,450.0,50.0,41,51,59.6,446.78,595187.5399999999,1.17,1.24,14516.77,8131.939268292683,8131.939268292683,0.5
101.0,41.0,450.0,50.0,41,101,83.4,445.54,1085903.15,0.83,2.46,26485.44,14995.79024390244,14995.79024390244,0.5
151.0,41.0,450.0,50.0,41,151,100.4,436.69,1451999.9200000004,0.66,3.68,35414.63,19982.27707317073,19982.27707317073,0.5
201.0,41.0,450.0,50.0,41,201,117.4,440.86,1823228.13,0.58,4.9,44468.98,25249.62073170732,25249.62073170732,0.5
251.0,41.0,450.0,50.0,41,251,137.8,442.36,2183856.4800000004,0.55,6.12,53264.79,30411.946097560976,30411.946097560976,0.5
301.0,41.0,450.0,50.0,41,301,161.6,437.3,2564844.7399999998,0.54,7.34,62557.19,35718.8812195122,35718.8812195122,0.5
351.0,41.0,450.0,50.0,41,351,176.9,444.27,2884345.899999999,0.5,8.56,70349.9,40298.00073170731,40298.00073170731,0.5
1.0,1.0,500.0,50.0,1,1,6.9,443.51,3060.23,6.9,1.0,3060.23,2160.7,2160.7,0.5
51.0,1.0,500.0,50.0,1,51,447.83,448.96,201059.73,8.78,51.0,201059.73,145591.77,145591.77,0.5
101.0,1.0,500.0,50.0,1,101,785.47,464.08,364521.3,7.78,101.0,364521.3,254958.79,254958.79,0.5
151.0,1.0,500.0,50.0,1,151,1104.37,468.29,517167.73,7.31,151.0,517167.73,357966.97,357966.97,0.5
201.0,1.0,500.0,50.0,1,201,1413.6,470.16,664623.85,7.03,201.0,664623.85,457892.08,457892.08,0.5
251.0,1.0,500.0,50.0,1,251,1791.13,473.0,847202.63,7.14,251.0,847202.63,580381.42,580381.42,0.5
301.0,1.0,500.0,50.0,1,301,2187.67,475.84,1040983.72,7.27,301.0,1040983.72,709280.49,709280.49,0.5
351.0,1.0,500.0,50.0,1,351,2528.2,476.19,1203898.28,7.2,351.0,1203898.28,818935.84,818935.84,0.5
1.0,11.0,500.0,50.0,11,1,6.9,443.51,3060.23,6.9,0.09,278.2,196.4272727272727,196.4272727272727,0.5
51.0,11.0,500.0,50.0,11,51,115.7,492.56,534601.0,2.27,4.64,48600.09,32120.35636363636,32120.35636363636,0.5
101.0,11.0,500.0,50.0,11,101,176.9,483.27,886360.67,1.75,9.18,80578.24,53968.48363636364,53968.48363636364,0.5
151.0,11.0,500.0,50.0,11,151,217.7,484.67,1098105.1800000002,1.44,13.73,99827.74,67455.34272727273,67455.34272727273,0.5
201.0,11.0,500.0,50.0,11,201,255.1,481.42,1284471.9300000002,1.27,18.27,116770.18,79808.80545454545,79808.80545454545,0.5
251.0,11.0,500.0,50.0,11,251,287.4,482.64,1441890.23,1.15,22.82,131080.93,90381.37363636364,90381.37363636364,0.5
301.0,11.0,500.0,50.0,11,301,318.0,462.18,1587791.4699999995,1.06,27.36,144344.68,100592.9390909091,100592.9390909091,0.5
351.0,11.0,500.0,50.0,11,351,340.1,462.49,1690435.27,0.97,31.91,153675.93,108131.26545454549,108131.26545454549,0.5
1.0,21.0,500.0,50.0,21,1,6.9,443.51,3060.23,6.9,0.05,145.73,102.89047619047618,102.89047619047618,0.5
51.0,21.0,500.0,50.0,21,51,76.6,489.28,573691.7000000001,1.5,2.43,27318.65,18129.97333333333,18129.97333333333,0.5
101.0,21.0,500.0,50.0,21,101,114.0,490.0,1014781.9700000002,1.13,4.81,48322.95,32029.981428571435,32029.981428571435,0.5
151.0,21.0,500.0,50.0,21,151,144.6,483.05,1318424.03,0.96,7.19,62782.1,41801.02571428571,41801.02571428571,0.5
201.0,21.0,500.0,50.0,21,201,170.1,482.33,1615000.6900000002,0.85,9.57,76904.79,51662.25476190476,51662.25476190476,0.5
251.0,21.0,500.0,50.0,21,251,199.0,479.45,1887075.81,0.79,11.95,89860.75,60650.88047619048,60650.88047619048,0.5
301.0,21.0,500.0,50.0,21,301,224.5,481.33,2156277.51,0.75,14.33,102679.88,69592.17428571425,69592.17428571425,0.5
351.0,21.0,500.0,50.0,21,351,246.6,477.02,2364419.73,0.7,16.71,112591.42,76872.34809523809,76872.34809523809,0.5
1.0,31.0,500.0,50.0,31,1,6.9,443.51,3060.23,6.9,0.03,98.72,69.69999999999999,69.69999999999999,0.5
51.0,31.0,500.0,50.0,31,51,57.9,489.55,587567.0900000001,1.14,1.65,18953.78,12558.958387096774,12558.958387096774,0.5
101.0,31.0,500.0,50.0,31,101,90.2,496.09,1065584.7599999998,0.89,3.26,34373.7,22781.219032258057,22781.219032258057,0.5
151.0,31.0,500.0,50.0,31,151,107.2,487.38,1412415.5800000003,0.71,4.87,45561.79,30281.39064516128,30281.39064516128,0.5
201.0,31.0,500.0,50.0,31,201,134.4,486.99,1764258.3599999996,0.67,6.48,56911.56,37960.73516129032,37960.73516129032,0.5
251.0,31.0,500.0,50.0,31,251,154.8,486.24,2097774.04,0.62,8.1,67670.13,45422.89387096775,45422.89387096775,0.5
301.0,31.0,500.0,50.0,31,301,175.2,481.48,2446103.5,0.58,9.71,78906.56,53008.02129032258,53008.02129032258,0.5
351.0,31.0,500.0,50.0,31,351,193.9,486.79,2732794.08,0.55,11.32,88154.65,59315.785161290325,59315.785161290325,0.5
1.0,41.0,500.0,50.0,41,1,6.9,443.51,3060.23,6.9,0.02,74.64,52.7,52.7,0.5
51.0,41.0,500.0,50.0,41,51,54.5,490.8,595850.34,1.07,1.24,14532.94,9613.360975609756,9613.360975609756,0.5
101.0,41.0,500.0,50.0,41,101,76.6,487.66,1091887.92,0.76,2.46,26631.41,17649.786341463416,17649.786341463416,0.5
151.0,41.0,500.0,50.0,41,151,91.9,479.71,1463921.12,0.61,3.68,35705.39,23710.46268292683,23710.46268292683,0.5
201.0,41.0,500.0,50.0,41,201,107.2,500.84,1846541.0000000005,0.53,4.9,45037.59,29899.754146341467,29899.754146341467,0.5
251.0,41.0,500.0,50.0,41,251,129.3,481.21,2221980.66,0.52,6.12,54194.65,36195.799268292685,36195.799268292685,0.5
301.0,41.0,500.0,50.0,41,301,149.7,483.29,2617821.24,0.5,7.34,63849.3,42722.68414634147,42722.68414634147,0.5
351.0,41.0,500.0,50.0,41,351,163.3,487.5,2953762.98,0.47,8.56,72043.0,48333.972682926826,48333.972682926826,0.5
1.0,1.0,550.0,50.0,1,1,5.43,563.23,3060.23,5.43,1.0,3060.23,2183.24,2183.24,0.5
51.0,1.0,550.0,50.0,1,51,417.93,493.72,206340.65,8.19,51.0,206340.65,173500.21,173500.21,0.5
101.0,1.0,550.0,50.0,1,101,724.7,505.42,366278.57,7.18,101.0,366278.57,300319.17,300319.17,0.5
151.0,1.0,550.0,50.0,1,151,1019.23,509.06,518852.8,6.75,151.0,518852.8,421823.22,421823.22,0.5
201.0,1.0,550.0,50.0,1,201,1302.9,510.58,665239.02,6.48,201.0,665239.02,538882.19,538882.19,0.5
251.0,1.0,550.0,50.0,1,251,1646.7,514.92,847911.99,6.56,251.0,847911.99,681353.64,681353.64,0.5
301.0,1.0,550.0,50.0,1,301,2013.07,517.22,1041199.79,6.69,301.0,1041199.79,833300.74,833300.74,0.5
351.0,1.0,550.0,50.0,1,351,2321.3,519.11,1205017.88,6.61,351.0,1205017.88,960263.8,960263.8,0.5
1.0,11.0,550.0,50.0,11,1,5.43,563.23,3060.23,5.43,0.09,278.2,198.47636363636363,198.47636363636363,0.5
51.0,11.0,550.0,50.0,11,51,107.2,537.74,539494.27,2.1,4.64,49044.93,38300.03909090909,38300.03909090909,0.5
101.0,11.0,550.0,50.0,11,101,166.7,526.63,905953.64,1.65,9.18,82359.42,64518.443636363634,64518.443636363634,0.5
151.0,11.0,550.0,50.0,11,151,205.8,527.55,1129502.28,1.36,13.73,102682.03,81212.40090909091,81212.40090909091,0.5
201.0,11.0,550.0,50.0,11,201,243.2,519.7,1332005.29,1.21,18.27,121091.39,96623.72454545456,96623.72454545456,0.5
