File,No_drones,No_packages,Total_time,Avg_speed,Dist_drone,Working_time_drones,Avg_time_package,Avg_packages_drone
logfile_2022_11_11-10_22_11.log,2,5,26.36,"['889.23', '1176.86']","['33.73', '44.64']",6.75,2.50
